text,sentiment
@XFactorID @OfficialRCTI @Fremantle_ID Jelas karena Covid,negatif
@XFactorID semakin diharapkan semakin mengecewakan!,negatif
@XFactorID @OfficialRCTI @Fremantle_ID Ada yg positif min?,netral
@XFactorID @OfficialRCTI @Fremantle_ID Alesan g tayang knp si? Ada ygpositif kah?,negatif
@XFactorID @OfficialRCTI @Fremantle_ID 2 minggu nungguin :(,negatif
@XFactorID @OfficialRCTI @Fremantle_ID Yaudah! ???? sehat sehat tapi ya,positif
@XFactorID @OfficialRCTI @Fremantle_ID Ga tayang terus nyampe lebaran,negatif
@XFactorID @OfficialRCTI @Fremantle_ID Gapapa semoga kalian baik2 aja yaa.. stay safe terutama @alvinxjo,positif
@XFactorID @OfficialRCTI @Fremantle_ID Semangat Alvin..semoga sehat selalu ya..dan menjadi juara ????????,positif
"@XFactorID @OfficialRCTI @Fremantle_ID Nih bcl sm nino kenapa sih, iyan tuh bagus banget kali ketimbang edo, Andi Gunawan juga suaranya alus bangettt kenapa ngga lolos juga. Malezzzz ih",negatif
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Lolos kategori centang biruuuuuuuuuuu,negatif
@XFactorID @enka_namaku @nadhiraulyaa Rapper suaranya ga enak gitu kog ga dipulangkan aja sih.. malah jelas2 suaranya Nadhira enak malah kalas..,negatif
"@XFactorID @RuthNeelly @nadhiraulyaa Suaranya @nadhiraulyaa juga ga kalah enak sm  cwe yg lain, tp kenapa kog posisinya selalu terendah yA.. ????",negatif
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Alvin..semoga jadi juaraXFactor Indonesia 2022???Aamiin ??????????????,positif
"Haii haii X Fellas!! Sudahkah kalian VOTE hari ini??????????????

Jangan lupa untuk terus VOTE finalis favorit kalian di aplikasi @RCTIPlus sebanyak-banyaknya yaa. GO VOTE NOW!!???

#XFactorIndonesia
#ItsTimeToFaceTheMusic

@officialrcti @Fremantle_ID https://t.co/m9xUCDOGpW",netral
@garittsen gass langsung daftar @XFactorID,netral
@XFactorID @OfficialRCTI @Fremantle_ID Vote jagoan jadi rutinitas. https://t.co/MODMCsGAQ8,netral
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Kenapaaa..? Covid yaa..?,netral
@XFactorID @OfficialRCTI @Fremantle_ID Kenapa.. sii.. koqgk tayang..? gk ada penjelasan kah..?,negatif
"Haiii X Fellas!! 

Yang udah nonton ulang Gala Live Show 1-Gala Live Show 5 dan udah VOTING yang banyak untuk finalis favorit kalian di #XFactorIndonesia coba absennn dan reply tweet ini!!????????????

#ItsTimeToFaceTheMusic 

@officialrcti @Fremantle_ID https://t.co/RxHYoQ1XXg",netral
"Semalam X FACTOR libur, ngk seru nih, apa yang terjadi ya? @XFactorID @OfficialRCTI",negatif
"Haaii X Fellas, mohon maaf karena #XFactorIndonesia TIDAK TAYANG Senin ini????????????

Tapi jangan sedih, jangan galau!! Yukk nonton lagi Gala 1 - Gala 5 di sini https://t.co/jmLfkFXEHl ???? 

#ItsTimeToFaceTheMusic 

@officialrcti @Fremantle_ID https://t.co/3mLQghOPts",netral
@adirahman1041 @XFactorID @OfficialRCTI @Fremantle_ID Sejak siang td sdh ada pemberitahuan,netral
@KeshiaAurelia3 @XFactorID @OfficialRCTI @Fremantle_ID Sepertinya begitu,netral
@Biru_donkerz @XFactorID @OfficialRCTI @Fremantle_ID Saya jg menduga spti ini,netral
@XFactorID @OfficialRCTI @Fremantle_ID Kenapa deh ga tayang ? Ada yg positif kah min,netral
@XFactorID @OfficialRCTI @Fremantle_ID Pantesan gak ada nge tweet tebak judul lagu.. ternyta gak ada hmm,netral
@XFactorID @OfficialRCTI @Fremantle_ID Yaahh..gak ada ????,negatif
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Kenapa ya?. Covid kah penyebabnya?,netral
@XFactorID @OfficialRCTI @Fremantle_ID Pada kena covid paling ????,negatif
"@XFactorID @OfficialRCTI @Fremantle_ID Yah, mana udah jam 5 udah mandi, rapi, nungguin depan TV..
Hiburan satu-satunya tiap senin..????",netral
"@XFactorID @OfficialRCTI @Fremantle_ID Lho kenapa mas bro?? 
Padahal saya udah bela??in maksain beli paket mnct",netral
@XFactorID @OfficialRCTI @Fremantle_ID Kenapa tidak tayang tanpa pemberitahuan?,negatif
@XFactorID @OfficialRCTI @Fremantle_ID Yah kenapasik????,negatif
"@XFactorID @OfficialRCTI @Fremantle_ID Kangennya ke Alvin @alvinxjo  jadi berlibat ganda ????
Tapi gpp, safety first ????????",positif
@XFactorID @OfficialRCTI @Fremantle_ID Astaga.. Udh ngguin seminggu padahal ????,negatif
"@XFactorID Heh lo kenapa ga tayang sih??? 
Hiburan Senin malamku apa dong??? 
Padahal penasaran 2nd chance bakal perform apa ???????",netral
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Ada apa nih?,netral
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Knapaaa,netral
Yaaah hari ini gak ada @XFactorID ??????,negatif
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Tumben X Factor gk tayang kenapa ya,netral
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Kenapa ih,netral
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Kenapa nih,netral
@alvinxjo bos permintaanmu udah diapprove sama @XFactorID selamat mempelajari banyak lagi bos! ???????????? https://t.co/iyONdcAVQ2,netral
Ngikutin @XFactorID dari awal dan udahh nonton talk shownya dong min. Seru bangett acaranya dan pengen liatt para kontestan lainnya seru2an di eps selanjutnyaa. Tolong adakan eps selanjutnyaa dong @LazadaID ???? https://t.co/viEMB9Es5T,positif
"@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Kenapa Om?
Semoga bukan gara2 Om Icron ya.
Semoga sehat semuanya",netral
"Hello X Fellas! 

Hari ini #XFactorIndonesia TIDAK TAYANG, tapi jangan lupa untuk terus VOTE finalis favorit kalian sebanyak-banyaknya di aplikasi @RCTIPlus yaa. GO VOTE NOW!???????

#ItsTimeToFaceTheMusic 

@officialrcti @Fremantle_ID https://t.co/k1p2P7gFp3",netral
"@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Foto kedua nyogok, main org dalem ??????",negatif
"Pastinya udh lah, pda omongin danar dimana mana bikin penasaran akhirnya nntn . next eps nya dong min , p @LazadaID @XFactorID https://t.co/HaEBHkmfwX",positif
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Kirain aku doang yg kecewa kalo yoshua gak masuk..bcl ngelawak!!,negatif
"@XFactorID @OfficialRCTI @Fremantle_ID gara2 dia ga lolos jadi gapengen ngikutin lagi, udah ga logis sih. kocak",negatif
Selalu ngikutin dong min. Oke siap akan selalu nonton acaranya XFactor di youtube. Bener bgt Danar sama masyha bikin gemesh!! Ga sabar pengen liat kontestan lainnya juga tampil @LazadaID @XFactorID https://t.co/vVwOrLVu7S,positif
Gue sih kecewa bgt Iyan Yosua Dan Daniel Patinama nggak lolos @XFactorID ....males gue lihat seleksi yg nggak fair . Dari sini gue percaya selera juri2 musisi Indonesia rendah .,negatif
"@LazadaID sering sering buat event kaya gini dongg???? Danar x Masya gada obat emgg, @XFactorID titip kontestan lainnya di eps dua yak min! https://t.co/f1YC4wmsJn",positif
iyaaa min gemes bangett jadi kepo sama kontestan lainnya jugaa. fix sih harus banget ngadain episode duaa nyaa  @LazadaID @XFactorID https://t.co/d5oNFGiCqB,positif
udah minnn seru banget ga boong. jadi penasaran sama episode selanjutnya kaya apa yaaa  @LazadaID @XFactorID https://t.co/6quaJDLbtd,positif
Gue nggak peduli acara @XFactorID ....tinggal Second Chance Dan Tim Rossa walau menurut gue Calon kuat tapi Masih dibawah Daniel Dan Iyan ....hentikan Aja acara nggak bermutu ini .,negatif
"aishh pastinya ngikutin dong minn, iya emang asli seru banget. nanti kalau ada episode 2 nya aku pasti nontonn @LazadaID @XFactorID https://t.co/ZTBcdmVlPq",positif
"@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Daniel, iyan, nada, keluar wkwkwk kocak",negatif
"ngikutin dong minnn pastinyaa, udah nonton juga asli seruu bangettt. pokoknya harus ada part dua nyaa yaa???????? @LazadaID @XFactorID https://t.co/A6Kb4tNz3k",positif
"@XFactorID  tahun depan Cari juri yg benar Dan bisa lihat prospek tim Judika paling hancur , Tim BCL  underdog berikutnya , sayang buang talent yg bagus 2 . Arman Maulana SM nino cuma grecokin doang . Hapus Aja home visit Judge .",negatif
"emang seruu banget x factor tahun ini, harus ada episode 2 sih!! ga sabar bangeett!! @LazadaID @XFactorID https://t.co/tDDk2hogSl",positif
@XFactorID @OfficialRCTI @Fremantle_ID Bcl gimanasih kenapa Edo yg di lolosin yaAllah Iyan Yoshua bisa bisanya ga lolos ihhh gedek bgt??????????????,negatif
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Jadi mls nonton lg wk,negatif
"Udah nonton!!! Masyha kenapaa gemoii banget yaaa aduhh???????? 
Tolong dong ini @LazadaID bakal banyakin episodenya kaann sama anak-anak @XFactorID 
Moo liaat yg lainnya jugaa???????????? https://t.co/5l7XEXjxXP",positif
"Udah nonton seruu ada danar sm maysha, kontestan lainnya juga dongg min next episode ???? @lazada_id @XFactorID https://t.co/Jmb0bQTAvg",positif
"Udah nonton dongg, maysha lucu bgtt. Pokoknya ditunggu next episode ya minn! @lazada_id @XFactorID https://t.co/l8drkQxWpe",positif
"@tubirfess @LAZADA_ID iyaaa aku jg liat, sukak bgttt sama talk shownya, semoga aja ada episode buat kontestan @XFactorID yg lain yaaa @LazadaID",positif
"@tubirfess @LAZADA_ID Serubanget!!! Suka banget sama danar sama mayshaaa, gokill @LazadaID @XFactorID",positif
"Ditungguin dari siang refresh lagu yang akan dinyanyikan X-Factor tanggal 21 Feb 2022, munculnya malah ini #boxxxox ????pengen sy kunyah meja kursi ???? @OfficialRCTI @XFactorID @mynameisrossa @Judikajude ada apa ini..klo setiap minggu ada perserta yg sakit?? Gimana?? https://t.co/RwJMivcvHd",netral
"@XFactorID @2ndChance_id @OfficialRCTI @Fremantle_ID Kenapa yah gw gak bisa nikmatin peserta,Ini kok gak keluar suaranya ya?? 
Sound di studio yg gak keluar atau jelek, atau tv gw yg gak bagus,, Tolong dong diperhatiin tuh sound yg keluar nyampe ke tv kami,Gak bisa nikmatin neh !!!!",negatif
@XFactorID @OfficialRCTI @Fremantle_ID Kelamaan acaranya,negatif
"@XFactorID
X FACTOR INDONESIA
#XFI
#GalaLiveShow1 
@OfficialRCTI

RCTI
Kenapa di tempat angker...?
Pencahayaan serba gelap...?????????? https://t.co/Uk8wmZDayn",negatif
@XFactorID @enka_namaku @OfficialRCTI @Fremantle_ID Semoga pulang malam ini,negatif
@XFactorID musiknya kekerasan astaga...,negatif
@tubirfess @LAZADA_ID Liat muka danar tuh kenapa kocak bgt sih ???? dia diem aja bikin w ngakak wkwkkw @LazadaID @XFactorID,positif
"Setiap liat reaction dari luar, sy ikutan bangga,dan seharusnya kontestan Idol bs menghadirkan itu dan membuat youtuber luar mereaksi penampilan dan kualitas hebat mereka @Judikajude @mynameisrossa @XFactorID @OfficialRCTI @Roby_Gultom buat Roby hati2 senin besok, do your best???? https://t.co/oG2RReBBju",positif
@XFactorID @alvinxjo @Harry_Styles Alvin..suaramu sudah meluluh lantakkan hatiku ????????????,positif
"@SnackVideo_IDN @XFactorID Gak salah nih? Kok malah ada fotonya Abdurrachman, malah 2nd Chance menghilang ????",negatif
@XFactorID @edopratama___ @OfficialRCTI @Fremantle_ID Kek gini kok aman sih?,negatif
@XFactorID @Harry_Styles @alvinxjo Gk ada obat,positif
@XFactorID @Harry_Styles @alvinxjo always tiap hari mah aku min teralvin-alvin,positif
@XFactorID @Harry_Styles @alvinxjo Aku udah falling in love sama performance Alvin sejak audisi??????,positif
@XFactorID @edopratama___ @OfficialRCTI @Fremantle_ID Biasa bgt njir,negatif
@XFactorID @edopratama___ @OfficialRCTI @Fremantle_ID Yg bgni Gala Show? Kompetisinya Mentah banget,negatif
"@HalloLeni @XFactorID @2ndChance_id @OfficialRCTI @Fremantle_ID Iya cuy... Pas sebelom galashow yg masih audisi 5 orang maju itu bisa di denger suaranya, bahkan merinding gw... Bisa denger warna suara nya... 
Lha ini... Udah gala show kok soundnya gitu yah kita denger dirumah gak enak... ?????? 
Berarti emang kualitas sound RCTI gak bagus tuh",negatif
"@XFactorID @Harry_Styles @alvinxjo Always teralvin-alvin,, nyanyi oke, main piano kece, main gitar pun sangar.. Deuh cinta pisan deh ma alvin @alvinxjo ???",positif
"Aduuh siapa yang lagi relate sama lagu performance @mayshaicaa, ""Happier"" by @oliviarodrigo ?????????

#XFactorIndonesia 
#ItsTimeToFaceTheMusic
#GalaLiveShow5

https://t.co/wOsYqPG4ui",netral
"Duet favorit siapa nih?? ""Sahabat Kecil"" @DnrWidianto &amp; @alvinxjo ????

#XFactorIndonesia 
#ItsTimeToFaceTheMusic 
#GalaLiveShow5

https://t.co/A8r8kd5Nzi",netral
"KBL KBL!! Keren Banget Loh ""Bang Bang"" versi THE MALE @enka_namaku &amp; @Roby_Gultom ????????

#XFactorIndonesia 
#ItsTimeToFaceTheMusic 
#GalaLiveShow5 

 https://t.co/WIXsm6ajZr",positif
"Kolaborasi yang apik dari @2ndChance_id &amp; @GanyGery membawakan lagu ""Rumah Kita""????????

#XFactorIndonesia 
#ItsTimeToFaceTheMusic 
#GalaLiveShow5 

https://t.co/1kuRV6Ss4u",positif
@XFactorID Udah dong!! Tiap hari vote buat Alvin pokoknya ???? https://t.co/9N9mdbRKS2,positif
"Stunning banget performance @RuthNeelly dan @nadhiraulyaa saat duet bawain lagu #StandUpForLove kemarin???????

#XFactorIndonesia
#ItsTimeToFaceTheMusic
#GalaLive5

https://t.co/GPZSYYMO29",positif
"Ini ekspresiku saat inget kalau besok weekend????

Btw, udah pada VOTE finalis kesayangan kamu belum nih X Fellas?
Yukk.. yuukk.. jangan lupa di vote yaa????

#XFactorIndonesia 
#ItsTimeToFaceTheMusic https://t.co/gTLudtI3r1",netral
#Reaction REACT HENDRA - MOVE (Tuan Tigabelas) - X Factor Indonesia 2021 https://t.co/24J8U3u0Tu via @YouTube @XFactorID @OfficialRCTI,netral
#Reaction REACT DANAR - SEPATU (Tulus) - X Factor Indonesia 2021 https://t.co/c3Omce87Ic via @YouTube @XFactorID @danarwidianto14 @OfficialRCTI,netral
"2nd Chance, Bukti Kesempatan kedua yang tidak sia-sia. 

Para penggemar #XfactorIndonesia
dan #2ndChance mampir di artikel ini, yuk. 

@XFactorID

https://t.co/nNhejgsLKp",netral
"@alvinxjo Mas Alvin, aku ngefans lho sama kamu, jangan lupa tetap semangat di @XFactorID ya! Kapan aku bisa nyanyi bareng kamu?",positif
"@XFactorID 
Kompetisi nyanyi ???
Konser bakat baru Indonesia ???
Welcome new era",positif
#Reaction REACT DANAR - MESIN WAKTU (BUDI DOREMI) | X FACTOR INDONESIA 2021 https://t.co/6gwn9p7fXL via @YouTube @XFactorID @BUDIdoremi @DoremiBudiReal,netral
Benar2 bikin eargasm banget penampilan Roby dan Hendra ini @OfficialRCTI @XFactorID @mynameisrossa @Judikajude @ananghijau ??????????????? https://t.co/g4pcL3IJDn,positif
"X Fellas, udah VOTE untuk finalis favorit kalian belum?!?????????????? 

Ayoo VOTE sebanyak-banyaknya di aplikasi @RCTIPlus dan jangan sampai perjuangan mereka terhenti di panggung #XFactorIndonesia??????? 

#ItsTimeToFaceTheMusic 

@officialrcti @Fremantle_ID https://t.co/vyKuUjWpwn",netral
"@Judikajude @mynameisrossa @ananghijau @XFactorID @OfficialRCTI kok saya curiga 2ND Chance sengaja mau dikeluarkan dr Ajang ya? Krn stlh Earth Song, lagunya krg pas pilihannya,menurun terus???????? biarkan mrk melesat sampai akhir,jgn diiming2 kontrak diluar Event asal mrk ga menang",negatif
"@Aen_isme @afgan___ @mynameisrossa @raffi_nagita17 @XFactorID @KDIOffc_MNCTV @Lesti_Jenong_DA kalau ikut ustadz itu, ngeri amat ????",netral
@AimanJudakusum1 @afgan___ @mynameisrossa @raffi_nagita17 @XFactorID @KDIOffc_MNCTV @Lesti_Jenong_DA Mana suaramu ????,netral
"@XFactorID ROBY HALO KAPAN UPLOAD YA? duet danar alvin aja uda, ini solo roby doang blm di upload-_-",negatif
"@XFactorID @DnrWidianto Jadi ingat Fatin, punya karakter suara yg khas",positif
"Wah! @nadhiraulyaa berhasil menerima tantangan untuk bawain lagu ""Begitu Benar Begitu Salah""????
Nonton lagi yuk full performancenya????

#GalaLiveShow5
#XFactorIndonesia 
#ItsTimeToFaceTheMusic 

https://t.co/1oxL37roa3",netral
"Mendengar Akrobatic vocal Roby di part ini, terasa tidak sia-sia menonton X-Factor Indonesia @Judikajude @mynameisrossa @agnezmo @XFactorID @OfficialRCTI @IndraAziz Bravo Roby atas segala usahamu... https://t.co/jPaz7DmluH",positif
"Setuju gak nih kalau @DnrWidianto emang selalu bisa memberikan rasa yang tepat disetiap performancenya??????

#GalaLiveShow5
#XFactorIndonesia 
#ItsTimeToFaceTheMusic 

https://t.co/jSunZ6Djtc",netral
"Wow @GanyGery nyanyi ""Watermelon Sugar"" by @Harry_Styles sambil tiduran?????
Check this out!

#GalaLiveShow5
#XFactorIndonesia 
#ItsTimeToFaceTheMusic 

https://t.co/OItlw7J9yi",netral
"Siapa nih yang relate banget sama lagu dari @enka_namaku ""Cewe Mah Gitu""????? 
Nonton lagi yukkk performancenya!

#GalaLiveShow5 
#XFactorIndonesia 
#ItsTimeToFaceTheMusic 

https://t.co/lR9JEshq5l",netral
"Mana nih yang belum bisa move on dari performance @Putumaydea_real saat bawain lagu #Chandelier by @Sia kemarin?????

#GalaLiveShow5
#XFactorIndonesia
#ItsTimeToFaceTheMusic 

https://t.co/tovOCSKAf5",netral
@XFactorID @edopratama___ @OfficialRCTI @Fremantle_ID Ga enak sama sekali,negatif
@sjahtie Mendingan nonton @XFactorID ..,netral
"@XFactorID @alvinxjo @Harry_Styles Perform Alvin keren parah, kondisinya kurang fit aja bisa tampil kayak gini lho. Memang performer sejati ???????? ????????",positif
@XFactorID @alvinxjo @Harry_Styles Selalu the best disetiap lagu yg dibawakan...lanjuuttt Vin!,positif
"@XFactorID @alvinxjo @DnrWidianto Alvin bner2 yaa. Main piano bisa, main gitar bisa, nyanyi bisa
Sayang bgt gabisa aku milikin",positif
@XFactorID @alvinxjo @Harry_Styles Trendingkan di ytb jugaaa????,netral
@pluviuophile @XFactorID @alvinxjo @Harry_Styles Akhirnya ada yang sepemikiran kalau Alvin mirip Lucas ????,netral
@XFactorID @alvinxjo @DnrWidianto Alvin Danar fast track ke final aja yuk!,positif
"@XFactorID @alvinxjo @DnrWidianto Katanya ikut kompetisi, kok malah jadi konser gini ????????",positif
@XFactorID @alvinxjo @DnrWidianto Kalian ber2 menampilkan yg terbaik.,positif
@XFactorID @alvinxjo @DnrWidianto malem ini super 100x suka sm mereka berdua,positif
@XFactorID @alvinxjo @DnrWidianto Kenapa se-healing ini dengerinnya (:,positif
@XFactorID @alvinxjo @DnrWidianto Ini lagi chill banget lah udah Danar sama Alvin,positif
@XFactorID @edopratama___ @OfficialRCTI @Fremantle_ID Suaranya biasa banget... Mana x factor nya @bclsinclair,negatif
@faransyaa @XFactorID @alvinxjo @Harry_Styles HAHAHAHALU https://t.co/woi7UltM31,netral
"@XFactorID @RuthNeelly @nadhiraulyaa PENAMPILAN SOLONYA RUTH DIUPLOAD DONG, PILIH KASIH BANGET LO MIN!!!",negatif
"@nadiarzq__ @XFactorID @alvinxjo @Harry_Styles @isemaaaamr_ Ntar lagi watermelon sugar klo ga sign of the times nih????

Ni di yt ada gasii",netral
@XFactorID @alvinxjo @Harry_Styles KEREN BGT KAMU????,positif
@XFactorID @alvinxjo @Harry_Styles Huaaa pen nangis #alvin,negatif
"@XFactorID @enka_namaku @nadhiraulyaa Hendra itu keren lho.
X Factornya jelas banget",positif
@XFactorID @alvinxjo @Harry_Styles Keren bgtttt ????????,positif
@gitaholic1 @XFactorID @alvinxjo @Harry_Styles setelah sekian lama akhirnya ngikutin penyanyi indo lagi gara2 alvin ????????,positif
"@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Rocker bagus malah dipulangin, ga nonton lagi mulai dari situ",negatif
@XFactorID @alvinxjo @Harry_Styles Alvin keren bgttt @alvinxjo,positif
Dagelan ITU bernama @XFactorID    ???? Dan gue nggak nonton dagelan murahan.,negatif
"@XFactorID @alvinxjo @DnrWidianto Duet maut, bikin adem hati",positif
"@XFactorID @edopratama___ @OfficialRCTI @Fremantle_ID kek nonton org karokean, factor x nya mana atuh @bclsinclair ??? iyan/jeremiah deserve gala than edo",negatif
"VALDAY and ALVDAY (Alvin's Day). Gimana ngga, lagi gk fit aja suaranya tetep pecahhh ???????? u did it well,Alv @alvinxjo @XFactorID @teamall_ve",positif
"@XFactorID @alvinxjo @Harry_Styles Gila @alvinxjo kamu paket lengkap ya, aura bintang dari Audisi sampai Gala 5, kamu yg paling terang bintangnya..
@alvinxjo aku harap kamu ngak bosan dan hilang lagi ya .. industri musik Indonesia menanti kamu.
Gbu bro ????",positif
"@XFactorID @RuthNeelly @nadhiraulyaa asli ini kerenn, tp ga standing ovationn",positif
@XFactorID @alvinxjo @Harry_Styles Alvin keren bgtttt,positif
@XFactorID @ananghijau @DnrWidianto Berasa dinotice dehh aww https://t.co/C2XNOjOBaj,netral
@XFactorID @alvinxjo @DnrWidianto Wahhgilasih trending di Twitter wkwkwksk,positif
@XFactorID @2ndChance_id @RANforyourlife ketinggalan kirain tampil akhir ????,netral
"Terimakasih sudah ngasih yang terbaik, di hari yang spesial ini @alvinxjo, walaupun dalam keadaan kurang sehat, semangaat terus yah, Cepet sembuh Alvin ??????????????????
Happy valday ??????
@teamall_ve 
@XFactorID https://t.co/qA1yN6au6X",positif
"@XFactorID @alvinxjo @DnrWidianto https://t.co/qBMdxi9832

komisi 10%",netral
@XFactorID @alvinxjo @Harry_Styles Alvin cintaku sayangkuu,positif
@XFactorID @alvinxjo @DnrWidianto Alvin saranghae,positif
@XFactorID @alvinxjo @Harry_Styles Suaranya khas berkarakter. Sukses trus vin..,positif
"@XFactorID @alvinxjo @Harry_Styles Gila ya alvin, dulu semasa di idola cilik gue paling sebel sama dia, tapi dia bener2 berubah disini dan gak nyangka juga gue jagoin dia skrg.",positif
@XFactorID @alvinxjo @DnrWidianto Alvin ini mirip Sam Tsui,netral
@XFactorID @2ndChance_id @RANforyourlife Seperti biasa "Bintang Tamu",netral
@leoyahehe @XFactorID @2ndChance_id @RANforyourlife 18.00 nyalain tv malah udah komentar,netral
"@kisstthebabysky @XFactorID @alvinxjo @Harry_Styles Nonton di rcti+, suka ada siaran ulangnya",netral
@XFactorID @alvinxjo @Harry_Styles admin cevat upld di yutub ku mau dengerin pake hedset ????,netral
@XFactorID @RuthNeelly @nadhiraulyaa Sebagus ini gada Standing Ovation????????!!!!!!,negatif
"@XFactorID @alvinxjo @Harry_Styles Uda deh ga bisa ngomong, oke pake banget lahh penampilannya ??????????????????",positif
@XFactorID @alvinxjo @DnrWidianto Semangat kaliaaaannn ????????????????????,positif
@XFactorID @alvinxjo @Harry_Styles lahhh ayangku pas di icil????,netral
@XFactorID @2ndChance_id @RANforyourlife Dikasih yang manis-manis sama @2ndChance_id di tgl 14 ini ???????? #bersama2ndchance,positif
@XFactorID @alvinxjo @Harry_Styles OMG!! KERENN BGT????,positif
"@sehunssion @XFactorID @alvinxjo @Harry_Styles Iya bukan exo, tpi emng keren suka bgt????",positif
@XFactorID @GanyGery @2ndChance_id @2ndChance_id best banget siih duetnya #bersama2ndchance #2ndchancexfactorindonesia #bernyanyidarihati,positif
"@XFactorID @alvinxjo @Harry_Styles Dengan pertumbuhan Allve @alvinxjo saat ini, gue harap Allve mencintai Alv apa adanya, men-support Alv seikhlas-ikhlas nya.. Seperti yang sudah-sudah, 12 tahun lamanya ini.

Let it flow, Dear All love. Kalian keren sekali ????",positif
"@XFactorID @alvinxjo @Harry_Styles Ya Tuhan, tolong jodohkan aku dg alvin versi agamaku????????",positif
"Selamat @enka_namaku berhasil lolos ke babak #GalaLive6
Thank you @nadhiraulyaa sudah berjuang???? See you on top???

#XFactorIndonesia  
#ItsTimeToFaceTheMusic https://t.co/DQcWQYuqpH",positif
@XFactorID @alvinxjo @DnrWidianto Emang gasalah pernah jadi alvinozta pada jamannya???????????????? Kera Ngalam yooo @alvinxjo,netral
@pluviuophile @XFactorID @alvinxjo @Harry_Styles Mana sama sama 97 Liners dan lahir bulan September lagi.,netral
"@XFactorID @alvinxjo @Harry_Styles Nyanyi falling jadi inget Jungkook. 
Btw ini keren, Alvin juga dilihat-lihat rada mirip Lucas dikit ????",positif
"@gesagustami @XFactorID @alvinxjo @Harry_Styles Gitarannya udah ges, pas duet sama danar",netral
@XFactorID @alvinxjo @DnrWidianto Infoo dongg yg tereliminasi barusan saha? Ketinggalan bgt inii????????,netral
@MFarantina @XFactorID @alvinxjo @Harry_Styles Yuhuuuu sejak jaman vote sms alvin di icil dulu,netral
@XFactorID @alvinxjo @DnrWidianto plis minggu depan ALVIN MAYDEA harus duet!! karena mereka tuh diem2 bikin meleleh????????????,positif
"@XFactorID @alvinxjo @DnrWidianto Alvin paket lengkap nih. Gitar bisa, piano juga bisaaa. Proud of youuu @alvinxjo #xfactorindonesia",positif
"@XFactorID @alvinxjo @DnrWidianto Alvin bisa ga sih ga bikin aku mleyot kek gini ampun dah suaramu itu lo :""""""
Anyway, boys yuk sampe final bisa yukk dua duanya hehe ????",positif
@XFactorID @alvinxjo @Harry_Styles Vibesnya Alvin emang international banget si dari awal??????,positif
@XFactorID @alvinxjo @Harry_Styles Alvin keren bgt nangissss,positif
@XFactorID @alvinxjo @Harry_Styles not exo related but gilak alvin! suka bgttt,positif
@XFactorID @alvinxjo @Harry_Styles Teralvin-alvin ???? keren banget kamu Alvin malam ini,positif
@starfess Bener bgt itu alvin @alvinxjo nya @XFactorID . Bangga banget jd bagian dr gangster @teamall_ve nya alvin,positif
"@XFactorID @alvinxjo @Harry_Styles BAGI LINK WOY, GUE TELAT NONTON ALVIN MAEN PIANO ????????",netral
@XFactorID @alvinxjo @DnrWidianto Andalanku????????????????????????,positif
@XFactorID @alvinxjo @Harry_Styles tolong bgt aku mleyot,positif
@XFactorID @alvinxjo @Harry_Styles Keren bgttt ??????,positif
@XFactorID @alvinxjo @Harry_Styles idola aku sm adikku pas jaman icil ya wkwk @milkyseun,positif
@XFactorID @alvinxjo @Harry_Styles Avin cepet sembuh ya????????,positif
@XFactorID @alvinxjo @Harry_Styles GUE TELATT WOY YAK APA IKI ????,netral
@XFactorID @alvinxjo @Harry_Styles Idola dari jaman idola cilik nih????????,positif
@XFactorID @alvinxjo @Harry_Styles Teralvin - alvin pkoknya,positif
@XFactorID @alvinxjo @Harry_Styles Alvin keren bangett sihh ????????????,positif
"@XFactorID @alvinxjo @DnrWidianto Sekalinya nyalain tv eh mereka ber2 udh kelar tampil, sebel bgtt :(",negatif
@XFactorID @alvinxjo @DnrWidianto Love @alvinxjo banyak banyak so talented man ????????,positif
Alvin yang ini jagoanku di @XFactorID https://t.co/56ayMuXmsQ,positif
@XFactorID @alvinxjo @Harry_Styles crush gue jaman bocil keren banget ????????????,positif
@XFactorID @alvinxjo @Harry_Styles Meleleh????,positif
@XFactorID @alvinxjo @Harry_Styles makasih Alvin udah nepatin janji kita semua All Love???????????? @alvinxjo,positif
@XFactorID @alvinxjo @DnrWidianto Mantab kerennn,positif
@XFactorID @alvinxjo @Harry_Styles Kereeeeeenn bangeettt..,positif
